OBJECTID_1,Shape,OBJECTID,DEQ_NUMBER,SPRING_NAME,LATNAD83DD,LONGNAD83D,,,,OBJECTID,SITENO,SITENAME,CATEGORY,AGENCY,LATDD,LONGDD,
1200,,50,107-00081,BROWN SPRING,38.031005,-78.9682325,,-0.01778017,0.3638179,730,402054077131601,PE   SP8,SP,USGS,40.3484183,-77.2208165,
1203,,53,107-00084,HOUFF SPRING,38.03157056,-78.96758556,,-0.01721461,0.36446484,731,402055076070001,BE  SP10,SP,USGS,40.3487035,-76.1163324,
253,,311,108-00138,BOILING SPRINGS,38.03321417,-79.88581556,,-0.015571,-0.55376516,732,402101076105501,BE   SP6,SP,USGS,40.3503701,-76.1816139,
85,,113,107-00941,BRIARMOUR SPRING,38.0332225,-79.24923583,,-0.01556267,0.08281457,733,402112074593801,BK  SP16,SP,USGS,40.3534395,-74.99350188,
88,,116,107-00944,SPROUL SPRING #3,38.03332634,-79.25542785,,-0.01545883,0.07662255,734,402113077134701,PE   SP9,SP,USGS,40.3536959,-77.2294279,
282,,333,108-00161,UNNAMED SPRING ON ROWAN RUN,38.03342914,-79.85891194,,-0.01535603,-0.52686154,735,402151078511001,"Allegheny Portage RR, Site 8 nr Mineral Point, PA",SP,USGS,40.36416667,-78.8527778,
86,,114,107-00942,SPROUL SPRING #1,38.03355611,-79.24988528,,-0.01522906,0.08216512,736,402210078511701,"Allegheny Portage RR, Site 7, nr Mineral Point, PA",SP,USGS,40.36944444,-78.8547222,
287,,338,108-00166,UNNAMED SPRING ON MILL CREEK #2,38.03387598,-79.55332099,,-0.01490919,-0.22127059,737,402212078511601,"Allegheny Portage RR, Site 6, nr Mineral Point, PA",SP,USGS,40.37,-78.8544444,
87,,115,107-00943,SPROUL SPRING #2,38.03422333,-79.25302083,,-0.01456184,0.07902957,738,402218078511101,"Allegheny Portage RR, Site 5, nr Mineral Point, PA",SP,USGS,40.3717222,-78.8531111,
203,,251,107-01623,UNNAMED SPRING,38.03467833,-79.01048783,,-0.01410684,0.32156257,740,402221078510703,"Allegheny Portage RR, Site 3B, nr Mineral Point",SP,USGS,40.3719722,-78.853,
1222,,234,107-01606,UNNAMED SPRING,38.03501052,-78.96012941,,-0.01377465,0.37192099,739,402221078510702,"Allegheny Portage RR, Site 3A, nr Mineral Point",SP,USGS,40.37227778,-78.85213889,
138,,205,107-01569,SEEPAGE SPRING,38.03556722,-79.09220639,,-0.01321795,0.23984401,741,402223078511001,"Allegheny Portage RR, Site Fe, nr Mineral Point",SP,USGS,40.37316667,-78.8527778,
1202,,52,107-00083,HARTMAN SPRING,38.0356525,-78.95860556,,-0.01313267,0.37344484,742,402229078510602,"Allegheny Portage RR, Site 1, nr Mineral Point, PA",SP,USGS,40.3747222,-78.85288889,
95,,125,107-01480,CHRISTIANS CREEK SPRING,38.03596592,-79.16808634,,-0.01281925,0.16396406,743,402232078510901,"Allegheny Portage RR, Site 1Fe, nr Mineral Point",SP,USGS,40.3754722,-78.8525833,
1213,,131,107-01488,TENCH SPRING - WAYNESBORO NURSERY,38.03627455,-78.93017526,,-0.01251062,0.40187514,744,402239075443701,BE  SP20,SP,USGS,40.37763889,-75.7436667,
83,,111,107-00920,BERRY-MOORE FARM SPRING,38.0365375,-79.19841639,,-0.01224767,0.13363401,745,402258075563901,BE   SP7,SP,USGS,40.38287076,-75.9438206,
107,,140,107-01497,PAYNE SPRING,38.03658389,-78.98255889,,-0.01220128,0.34949151,746,402302076190401,LB  SP59,SP,USGS,40.38398078,-76.3174547,
139,,206,107-01570,UNNAMED,38.03710056,-79.08961417,,-0.01168461,0.24243623,747,402309077042101,PE       Clouser Spring,SP,USGS,40.385919,-77.0722014,
126,,164,107-01521,UNNAMED SPRING,38.03743722,-79.17899306,,-0.01134795,0.15305734,748,402511078161801,BA  SP20,SP,USGS,40.41979575,-78.2714008,
286,,337,108-00165,UNNAMED SPRING ON MILL CREEK #1,38.03762244,-79.5519639,,-0.01116273,-0.2199135,749,402532079060201,IN SP338,SP,USGS,40.4256257,-79.100309,
206,,264,108-00011,GROSE SPRING,38.03833725,-79.85679297,,-0.01044792,-0.52474257,750,402540079055801,IN SP337,SP,USGS,40.4278479,-79.099198,
1201,,51,107-00082,BROWN SPRING #2,38.03875267,-78.97136401,,-0.0100325,0.36068639,751,402543079060401,IN SP335,SP,USGS,40.4286812,-79.1008647,
72,,99,107-00908,SPRING NORTHEAST OF GREENVILLE,38.03957776,-79.13002958,,-0.00920741,0.20202082,752,402552079054401,IN SP336,SP,USGS,40.4311812,-79.095309,
230,,288,108-00086,WARM SPRINGS-ALVEY SPRING,38.040172,-79.782814,,-0.00861317,-0.4507636,753,402609079075501,IN SP102,SP,USGS,40.43590296,-79.1316989,
76,,104,107-00913,WILLIARD FITZGERALD SPRING,38.04117556,-79.04082611,,-0.00760961,0.29122429,754,402649079041301,IN SP174,SP,USGS,40.44701445,-79.0700307,
231,,289,108-00088,LOWER STERRETT SPRING,38.04265214,-79.79078245,,-0.00613303,-0.45873205,755,402650079040301,IN SP169,SP,USGS,40.44729224,-79.0672529,
209,,267,108-00029,WARM SPRINGS - KLONDIKE SPRING,38.042811,-79.782028,,-0.00597417,-0.4499776,756,402710078324001,ALPO Seep 2,SP,USGS,40.45288889,-78.54453889,
140,,207,107-01571,UNNAMED,38.04696667,-79.06636889,,-0.0018185,0.26568151,757,402711078323301,ALPO Skew Arch Bridge,SP,USGS,40.45308056,-78.5425694,
56,,81,107-00611,WALNUT HILLS CAMPGROUND SPRING,38.0476338,-79.0978064,,-0.00115137,0.234244,759,402730079034201,IN SP171,SP,USGS,40.45840317,-79.06141949,
193,,233,107-01605,OLD SPRING - TOWN OF CRAIGSVILLE,38.048644,-79.332089,85,-0.00427275,-0.4005758,758,402730078121001,BA  SP12,SP,USGS,40.4584062,-78.2025099,
28,,45,107-00020,BLACK RUN SPRING - TOWN OF CRAIGSVILLE,38.04957402,-79.33392549,,-0.00334273,-0.40241229,760,402807078331201,CA  SP12,SP,USGS,40.46868229,-78.55307169,
252,,310,108-00137,TANNERY SPRING,38.05043081,-79.7866553,,-0.00248594,-0.8551421,761,402808079045001,IN SP168,SP,USGS,40.4689583,-79.080309,
260,,318,108-00145,MEADOW SPRINGS,38.05132218,-79.78388816,,-0.00159457,-0.85237496,762,402809078332201,CA  SP11,SP,USGS,40.46923785,-78.5558495,
285,,336,108-00164,UNNAMED SPRING ABOVE M. LYLE SPRING AT YOST,38.05194673,-79.53608848,,-0.00097002,-0.60457528,763,402816078160901,BA  SP11,SP,USGS,40.47118317,-78.2689006,
236,,294,108-00109,MARY LYLE SPRING,38.05238646,-79.5397363,,-0.00053029,-0.6082231,764,402831079161801,IN SP159,SP,USGS,40.47534537,-79.2714254,
109,,143,107-01500,COHRAN SPRING #2,38.05249611,-79.03099222,,-0.00042064,-0.09947902,765,402912079161801,IN SP317,SP,USGS,40.48673405,-79.2714256,
1204,,57,107-00169,COINER (COYNER) SPRING,38.05312201,-78.93123372,86,-0.03482519,-1.57685312,766,402925078022301,HU   SP6,SP,USGS,40.49035108,-78.0394489,
98,,129,107-01486,TWIN SPRINGS,38.05323609,-79.0311345,,-0.03471111,-1.6767539,767,402941078572201,IN SP253,SP,USGS,40.49479215,-78.9558612,
251,,309,108-00136,WARM SPRING - DRINKING SPRING (JEFFERSON POOLS),38.05370508,-79.78079589,,-0.03424212,-2.42641529,768,402945079024401,IN SP170,SP,USGS,40.49590247,-79.0453083,
75,,103,107-00912,ELI A YODER SPRING,38.05413482,-79.03945879,,-0.03381238,-1.68507819,769,402949079253801,IN SP161,SP,USGS,40.49701077,-79.426985,
1214,,132,107-01489,COINER AUXILLARY SPRING,38.05429189,-78.9300861,,-0.03365531,-1.5757055,770,402955080255001,BV   SP1,SP,USGS,40.4986782,-80.4303432,
141,,208,107-01572,UNNAMED,38.05513167,-79.06741861,,-0.03281553,-1.71303801,771,403017079022901,IN SP173,SP,USGS,40.5047912,-79.0411416,
71,,98,107-00907,MABEL LUNSFORD ESTATE SPRING,38.05768083,-79.19835639,,-0.03026637,-1.84397579,772,403021079031101,IN SP297,SP,USGS,40.5059022,-79.0528086,
172,,210,107-01574,SEEPAGE SPRING,38.05796806,-79.0640375,,-0.02997914,-1.7096569,773,403025079050001,IN SP274,SP,USGS,40.507013,-79.08308729,
171,,209,107-01573,UNNAMED,38.05810361,-79.06685472,,-0.02984359,-1.71247412,774,403026078573701,IN SP254,SP,USGS,40.5072918,-78.9600281,
173,,211,107-01575,SEEPAGE SPRING,38.05867472,-79.06279056,,-0.02927248,-1.70840996,775,403058075454501,BE  SP16,SP,USGS,40.5162055,-75.7621387,
1206,,71,107-00453,BAKER SPRING,38.05934167,-78.8942025,,-0.02860553,-1.5398219,776,403102078522301,CA   SP9,SP,USGS,40.5172923,-78.87280339,
129,,167,107-01524,SPRING SOUTH OF SUMMERDEAN 2,38.05995667,-79.26756639,,-0.02799053,-1.91318579,777,403103079225501,IN SP307,SP,USGS,40.51756637,-79.3817063,
1209,,101,107-00910,LOTH SPRING,38.06026222,-78.89219306,,-0.02768498,-1.53781246,778,403125079212501,IN SP308,SP,USGS,40.52367756,-79.35670579,
97,,128,107-01485,BARTERBROOK SPRING,38.06069445,-79.02781998,,-0.02725275,-1.67343938,779,403136079153201,IN SP255,SP,USGS,40.52673358,-79.2586479,
106,,139,107-01496,HENDERSON CREEK SPRING,38.06087667,-79.01725012,,-0.02707053,-1.66286952,780,403153075260701,LE  SP12,SP,USGS,40.53148757,-75.43490389,
89,,117,107-00945,SPRING SOUTH OF SUMMERDEAN,38.06124135,-79.26558984,,-0.02670585,-1.91120924,781,403213079124301,IN SP262,SP,USGS,40.53701156,-79.2117023,
242,,300,108-00115,DARE W. TAYLOR SPRING,38.06262643,-79.67949223,,-0.02532077,-2.32511163,782,403219075312301,LE  SP73,SP,USGS,40.5387085,-75.5226845,
133,,200,107-01564,UNNAMED,38.064585,-79.00210417,,-0.0233622,-1.64772357,783,403220079102001,IN SP264,SP,USGS,40.53895626,-79.171979,
142,,168,107-01525,UNNAMED SPRING,38.06474778,-79.26583806,,-0.02319942,-1.91145746,784,403233078543101,IN SP252,SP,USGS,40.5425692,-78.9083606,
42,,66,107-00416,BOBBY N. CLINE SPRING,38.06574167,-79.22442139,,-0.02220553,-1.87004079,787,403241079121001,IN SP261,SP,USGS,40.5447893,-79.2025355,
124,,162,107-01519,BOBBY CLINE SPRING 2,38.06604611,-79.224945,,-0.02190109,-1.8705644,786,403241079120501,IN SP260,SP,USGS,40.5447893,-79.2011465,
125,,163,107-01520,MT TABOR SPRING,38.06867278,-79.19834083,,-0.01927442,-1.84396023,785,403241079023801,IN SP177,SP,USGS,40.54479038,-79.0436422,
218,,276,108-00070,BLOWING SPRINGS,38.06967915,-79.89053219,,-0.01826805,-2.53615159,788,403243075364301,LE  SP75,SP,USGS,40.545374,-75.6115766,
136,,203,107-01567,UNNAMED,38.06998667,-79.12054722,,-0.01796053,-1.76616662,789,403244079171501,IN SP153,SP,USGS,40.5456221,-79.2872599,
69,,96,107-00905,MINT SPRING,38.07041089,-79.10391802,,-0.01753631,-1.74953742,790,403246077495301,MF   SP6,SP,USGS,40.5461834,-77.831108,
134,,201,107-01565,UNNAMED,38.07062306,-78.97741889,,-0.01732414,-1.62303829,791,403248079202701,IN SP330,SP,USGS,40.54673298,-79.34059449,
48,,73,107-00589,COCHRAN SPRING,38.07176528,-79.24903472,,-0.01618192,-1.89465412,792,403252077582701,HU   SP4,SP,USGS,40.54784895,-77.9738914,
135,,202,107-01566,UNNAMED,38.07202806,-79.12094417,,-0.01591914,-1.76656357,793,403255075243701,LE   SP7,SP,USGS,40.5487099,-75.40990319,
174,,212,107-01576,OLD SPRING BOX,38.07298722,-79.02920472,,-0.01495998,-1.67482412,794,403258079202801,IN SP286,SP,USGS,40.5495107,-79.34087229,
238,,296,108-00111,SPRING SOUTH OF MOUNTAIN GROVE,38.07373536,-79.90172278,,-0.01421184,-2.54734218,795,403304079105701,IN SP316,SP,USGS,40.5511782,-79.18225719,
132,,199,107-01563,UNNAMED,38.07434222,-79.01693611,,-0.01360498,-1.66255551,796,403321078554801,IN SP302,SP,USGS,40.55590209,-78.9297503,
43,,67,107-00418,ALBERT ELLINGER SPRING,38.07790692,-79.3347591,,-0.01004028,-1.9803785,797,403332079064701,IN SP176,SP,USGS,40.5589563,-79.1128109,
137,,204,107-01568,UNNAMED,38.07966,-79.11375333,,-0.0082872,-1.75937273,798,403347077462701,MF   SP1,SP,USGS,40.5631275,-77.7738839,
175,,213,107-01577,SEEPAGE SPRING,38.08002,-79.02477778,,-0.0079272,-1.67039718,799,403353075304901,LE  SP78,SP,USGS,40.5648195,-75.5132396,
197,,238,107-01610,UNNAMED SPRING NEAR TINKLING SPRING,38.08016392,-78.98196377,,-0.00778328,-1.62758317,801,403356079151501,IN SP309,SP,USGS,40.56562207,-79.2539259,
279,,330,108-00157,UNNAMED SPRING,38.08457611,-79.51834194,,-0.00337109,-2.16396134,800,403356075245101,LE  SP11,SP,USGS,40.5656541,-75.4137922,
1215,,141,107-01498,LITHIA SPRING,38.08536944,-78.86937056,,-0.00257776,-1.51498996,802,403402079122001,IN SP150,SP,USGS,40.56728899,-79.2053135,
202,,250,107-01622,MOFFETT SPRING,38.08819788,-79.08886099,,0.00025068,-1.73448039,803,403406075162901,BK   SP4,SP,USGS,40.56843366,-75.2743438,
1219,,160,107-01517,DISTRICT HOME SPRING 5,38.08936222,-78.88134667,,0.00141502,-1.52696607,804,403408078092401,HU  SP13,SP,USGS,40.5689575,-78.1563979,
1216,,157,107-01514,DISTRICT HOME SPRING 2,38.0896075,-78.87914444,,0.0016603,-1.52476384,805,403414075240901,LE  SP10,SP,USGS,40.5706542,-75.4021252,
1218,,159,107-01516,DISTRICT HOME SPRING 4,38.08964778,-78.88126944,,0.00170058,-1.52688884,806,403418079200401,IN SP272,SP,USGS,40.57173277,-79.3342057,
1217,,158,107-01515,DISTRICT HOME SPRING 3,38.0897625,-78.88129167,,0.0018153,-1.52691107,807,403420079223801,IN SP319,SP,USGS,40.57228814,-79.3769845,
1205,,58,107-00170,DISTRICT HOME SPRING,38.09013531,-78.87891277,,0.00218811,-1.52453217,808,403422078543301,IN SP303,SP,USGS,40.5728463,-78.9089168,
266,,324,108-00151,UNNAMED,38.09231417,-79.51282139,,0.00436697,-2.15844079,809,403428079201201,IN SP273,SP,USGS,40.5745105,-79.336428,
74,,102,107-00911,J.H. MORRISS SPRING,38.09235697,-78.95308083,,0.00440977,-1.59870023,810,403431079175101,IN SP154,SP,USGS,40.575344,-79.2972604,
68,,95,107-00904,MRS. CECIL C. BOWMAN SPRING,38.09254444,-79.17853528,,0.00459724,-1.82415468,811,403434079230301,IN SP318,SP,USGS,40.57617697,-79.38392909,
267,,325,108-00152,UNNAMED,38.09711472,-79.51106056,,0.00916752,-2.15667996,812,403436078594201,IN SP275,SP,USGS,40.57673445,-78.9947524,
46,,70,107-00427,A.C. HEIZER SPRING,38.0971825,-79.13533722,,0.0092353,-1.78095662,814,403442078594701,IN SP282,SP,USGS,40.57840106,-78.99614138,
123,,161,107-01518,A.C. HEIZER SPRING 2,38.09777694,-79.13522861,,0.00982974,-1.78084801,813,403442075323101,LE  SP68,SP,USGS,40.57843019,-75.5415739,
192,,231,107-01595,AUGUSTA SPRINGS MUNICIPAL SPRING,38.101924,-79.319839,,0.0139768,-1.9654584,815,403448079120601,IN SP341,SP,USGS,40.5800666,-79.2014247,
184,,222,107-01586,UNNAMED,38.10331889,-78.88607222,,0.01537169,-1.53169162,816,403455079122201,IN SP263,SP,USGS,40.582011,-79.2058692,
1220,,229,107-01593,SEEPAGE SPRING,38.10388694,-78.88203972,,0.01593974,-1.52765912,817,403458079000801,IN SP278,SP,USGS,40.58284537,-79.0019749,
189,,227,107-01591,SEEPAGE SPRING,38.10396694,-78.8841375,,0.01601974,-1.5297569,818,403525079021101,IN SP279,SP,USGS,40.59034504,-79.0361426,
190,,228,107-01592,UNNAMED SPRING BOX,38.10407056,-78.88299111,,0.01612336,-1.52861051,819,403538079015001,IN SP298,SP,USGS,40.5939561,-79.0303092,
188,,226,107-01590,SEEPAGE SPRING,38.10423333,-78.8846075,,0.01628613,-1.5302269,820,403541078563601,IN SP277,SP,USGS,40.59478999,-78.9430847,
185,,223,107-01587,SEEPAGE SPRING,38.10424972,-78.88597611,,0.01630252,-1.53159551,821,403543079221301,IN   SP5,SP,USGS,40.5953435,-79.37004,
292,,343,108-00171,MCCOWAN SPRING,38.10433861,-79.57566833,,0.01639141,-2.22128773,822,403550079020301,IN SP299,SP,USGS,40.59728935,-79.0339204,
187,,225,107-01589,SEEPAGE SPRING,38.10434861,-78.88473889,,0.01640141,-1.53035829,823,403551079114401,IN SP332,SP,USGS,40.5975664,-79.1953136,
177,,215,107-01579,UNNAMED,38.10453028,-78.8882275,,0.01658308,-1.5338469,824,403553079115301,IN SP328,SP,USGS,40.59812196,-79.1978136,
271,,329,108-00156,UNNAMED SPRING,38.10456028,-79.53698222,,0.01661308,-2.18260162,825,403554079114901,IN SP329,SP,USGS,40.5983997,-79.19670249,
186,,224,107-01588,SEEPAGE SPRING,38.10467889,-78.88537083,,0.01673169,-1.53099023,827,403558079220301,IN SP251,SP,USGS,40.59951016,-79.3672622,
270,,328,108-00155,UNNAMED SPRING,38.10495278,-79.53701556,,0.01700558,-2.18263496,826,403558079115801,IN SP331,SP,USGS,40.5995108,-79.1992026,
183,,221,107-01585,UNNAMED SPRINGHOUSE,38.10619583,-79.12590167,,0.01824863,-1.77152107,828,403601079215801,IN SP250,SP,USGS,40.60034349,-79.3658733,
239,,297,108-00112,MUDDY RUN SPRING,38.10641459,-79.750554,,0.01846739,-2.3961734,829,403607079005201,IN SP284,SP,USGS,40.60201156,-79.0141977,
178,,216,107-01580,UNNAMED,38.1066775,-78.88564611,,0.0187303,-1.53126551,830,403608079174401,IN SP256,SP,USGS,40.60228818,-79.2953161,
182,,220,107-01584,UNNAMED SPRINGHOUSE,38.1069025,-79.12793139,,0.0189553,-1.77355079,831,403614079175001,IN SP258,SP,USGS,40.6039548,-79.2969828,
130,,197,107-01561,UNNAMED SPRING,38.10858,-79.09368917,,0.0206328,-1.73930857,833,403615079175801,IN SP257,SP,USGS,40.60423259,-79.2992051,
27,,44,107-00019,AUGUSTA SPRINGS WETLAND SPRING,38.10942278,-79.31070111,,0.02147558,-1.95632051,832,403615078591201,IN SP276,SP,USGS,40.6042339,-78.98641929,
290,,341,108-00169,UNNAMED SPRING,38.10976235,-79.50286518,,0.02181515,-2.14848458,834,403619075122401,NP   SP5,SP,USGS,40.60537806,-75.2062868,
289,,340,108-00168,UNNAMED SPRING,38.11429215,-79.49811102,,0.02634495,-2.14373042,835,403621078121801,BA  SP21,SP,USGS,40.6058997,-78.2047334,
288,,339,108-00167,UNNAMED SPRING,38.11676903,-79.49581051,,0.02882183,-2.14142991,836,403626076252902,"ORCHARD DISCH. NORTH DOWNSTREAM, E3-N1, NR JOLIETT",SP,USGS,40.6073109,-76.4244012,
169,,195,107-01559,UNNAMED SPRING,38.11953944,-79.11940389,,0.03159224,-1.76502329,837,403627076253001,"ORCHARD DISCHARGE NORTH, SITE E3-N0, NR JOLIETT",SP,USGS,40.60758868,-76.42467899,
168,,194,107-01558,UNNAMED SPRING,38.11982139,-79.11919639,,0.03187419,-1.76481579,838,403629079041902,IN SP283,SP,USGS,40.6081223,-79.0716993,
179,,217,107-01581,UNNAMED,38.12023028,-78.88655694,,0.17036928,0.01874376,839,403632078500801,CA  SP10,SP,USGS,40.60895715,-78.8353046,
167,,193,107-01557,UNNAMED SPRING,38.12029722,-79.11963972,,0.17043622,-0.21433902,840,403647079185001,IN SP310,SP,USGS,40.61312134,-79.31365,
291,,342,108-00170,UNNAMED SPRING,38.12049861,-79.51008083,,0.17063761,-0.60478013,841,403650076063501,SC   SP1,SP,USGS,40.61398024,-76.1093838,
67,,94,107-00903,SHUEY SPRING,38.12068712,-79.12253038,,0.17082612,-0.21722968,842,403725079004401,IN SP280,SP,USGS,40.62367777,-79.0119757,
166,,192,107-01556,UNNAMED FARM SPRING,38.12088444,-79.13094583,,0.17102344,-0.22564513,843,403736076475801,DA   SP3,SP,USGS,40.6267516,-76.7991365,
233,,291,108-00106,ANNIE COURSEYS SPRING,38.12095988,-79.51365449,,0.17109888,-0.60835379,844,403737079115401,IN SP265,SP,USGS,40.62701046,-79.1980917,
64,,89,107-00762,E THEO MIZER SPRING,38.12250583,-79.21088083,,0.17264483,-0.30558013,845,403741075292901,LE  SP65,SP,USGS,40.6281525,-75.4910167,
66,,93,107-00902,HUGH SWISHER SPRING,38.12290946,-79.11225232,,0.17304846,-0.20695162,846,403750078425701,CA   SP6,SP,USGS,40.63062357,-78.7155801,
195,,236,107-01608,UNNAMED SPRING,38.12376892,-79.20987773,,0.17390792,-0.30457703,847,403753078341501,CA   SP2,SP,USGS,40.6314553,-78.570576,
194,,235,107-01607,UNNAMED SPRING,38.12388313,-79.20962789,,0.17402213,-0.30432719,848,403755079164401,IN SP325,SP,USGS,40.63201016,-79.2786493,
170,,196,107-01560,SEEPAGE SPRING,38.12519306,-79.11415194,,0.17533206,-0.20885124,849,403810079162801,IN SP333,SP,USGS,40.63617679,-79.2742048,
70,,97,107-00906,SPRING SOUTH OF STAUNTON,38.12596554,-79.07475121,,0.17610454,-0.16945051,850,403816078321802,CA   SP1,SP,USGS,40.63784366,-78.53807528,
110,,144,107-01501,ARBOR HILL SPRING,38.13286806,-79.097815,,0.18300706,-0.1925143,851,403857079135101,IN SP326,SP,USGS,40.6492323,-79.2305927,
62,,87,107-00659,CAMP SHENANDOAH SPRING,38.133194,-79.241304,,0.183333,-0.3360033,852,403858079162401,IN SP166,SP,USGS,40.64950999,-79.2730938,
293,,344,108-00172,SEEPAGE SPRING,38.133295,-79.61386389,,0.183434,-0.70856319,853,403903079130801,IN SP266,SP,USGS,40.65089899,-79.218648,
180,,218,107-01582,UNNAMED,38.13408167,-78.89560139,,0.18422067,0.00969931,854,403907078353501,CA   SP3,SP,USGS,40.6520105,-78.59279949,
241,,299,108-00114,T. M. PETERS SPRING,38.13901539,-79.49004277,,0.18915439,-0.58474207,855,403912078153901,BA  SP14,SP,USGS,40.653397,-78.2605693,
222,,280,108-00078,FORT LEWIS SPRING,38.13931821,-79.61284234,,0.18945721,-0.70754164,856,403923078590301,IN SP300,SP,USGS,40.65645497,-78.98392,
1221,,232,107-01604,LAKE HIDEAWAY DIEHL ENTERPRISE SPRING,38.141111,-78.8125,,0.19125,0.0928007,857,403927078585001,IN SP301,SP,USGS,40.65756608,-78.9803088,
44,,68,107-00421,DEWEY BEYERLY SPRING,38.14199361,-79.41762806,,0.19213261,-0.51232736,858,403931079135301,IN SP103,SP,USGS,40.65867665,-79.2311484,
65,,92,107-00901,BUTTERMILK SPRING,38.14563944,-79.10434083,,0.19577844,-0.19904013,859,403933077385101,MF   SP2,SP,USGS,40.6592359,-77.6472172,
111,,145,107-01502,CHESTNUT FLAT SPRING,38.14669806,-79.34001889,,0.19683706,-0.43471819,860,403938079032201,IN SP285,SP,USGS,40.66062134,-79.0558662,
31,,48,107-00068,AUGUSTA BLOCKS SPRING,38.15065667,-79.05905167,,0.20079567,-0.15375097,861,404008075355601,LE  SP74,SP,USGS,40.6689846,-75.5985198,
237,,295,108-00110,FOWLER SPRING,38.15309105,-79.47422502,,0.20323005,-0.56892432,862,404013078143101,BA  SP22,SP,USGS,40.6703406,-78.24168,
269,,327,108-00154,COWPASTURE RIVER SPRING NEAR SCOTCHTOWN DRAFT,38.15531778,-79.59905972,,0.20545678,-0.69375902,864,404030079171501,IN SP167,SP,USGS,40.6750652,-79.28726099,
94,,122,107-01477,GYPSY HILL GOLF COURSE SPRING,38.1569925,-79.0875125,,0.2071315,-0.1822118,863,404030079125201,IN SP267,SP,USGS,40.67506536,-79.21420368,
118,,152,107-01509,IRON SPRING,38.16532833,-79.31132889,,0.21546733,-0.40602819,865,404048076171801,"Unnamed trib to W Creek site 9B @ Phoenix Park, PA",SP,USGS,40.67993056,-76.2882194,
176,,214,107-01578,UNNAMED FARM SPRING,38.16577556,-78.91463444,,0.21591456,-0.00933374,866,404114079171901,IN SP259,SP,USGS,40.6872873,-79.2883722,
112,,146,107-01503,KOINER SPRING #3,38.16777972,-78.85078861,,0.21791872,0.05451209,867,404116079002401,IN SP268,SP,USGS,40.68784304,-79.0064209,
49,,74,107-00590,KENNEDY SPRING,38.17275611,-79.17133417,,0.22289511,-0.26603347,868,404117078592001,IN SP296,SP,USGS,40.68812089,-78.98864278,
119,,153,107-01510,COLD SPRING,38.17378634,-79.33986827,,0.22392534,-0.43456757,869,404130077160401,SN   SP5,SP,USGS,40.69174484,-77.2674877,
91,,119,107-01474,UNKNOWN,38.17673011,-79.45097714,,0.22686911,-0.54567644,870,404137079025801,IN SP164,SP,USGS,40.69367625,-79.0491998,
113,,147,107-01504,ROCKY SPRING,38.178339,-79.4057669,,0.228478,-0.5004662,871,404138079025701,IN SP295,SP,USGS,40.693954,-79.048922,
45,,69,107-00422,J.L. MCWHORTER SPRING,38.17984867,-79.44504152,,0.22998767,-0.53974082,872,404145075140301,NP   SP2,SP,USGS,40.6959318,-75.2337882,
232,,290,108-00095,COURSEY SPRING,38.18068101,-79.57754571,,0.23082001,-0.67224501,873,404147077333601,MF   SP3,SP,USGS,40.6964578,-77.5597173,
38,,62,107-00394,BRUCE CAMPBELL SPRING,38.1837,-79.11805667,,0.233839,-0.21275597,874,404157075340901,LE  SP39,SP,USGS,40.6992624,-75.5687965,
1583,,1526,196-00264,UNNAMED,38.18568624,-76.9194142,,0.23582524,1.9858865,875,404221077580501,CE  SP14,SP,USGS,40.7058966,-77.9677811,
37,,61,107-00199,TOWN OF DEERFIELD SPRING -GW NAT FOR,38.19181463,-79.40555851,,0.24195363,-0.50025781,876,404228077565801,         PSU AG SPRING,SP,USGS,40.70784119,-77.9491694,
120,,154,107-01511,BUFFALO SPRING,38.19202194,-79.29600361,,0.24216094,-0.39070291,877,404240079012701,IN SP269,SP,USGS,40.71117588,-79.0239217,
159,,185,107-01546,UNNAMED SPRING ABOVE DEERFIELD SPRING,38.19247306,-79.40622694,,0.24261206,-0.50092624,878,404255079075001,IN SP311,SP,USGS,40.71534255,-79.1303132,
200,,248,107-01620,WELLER SPRING 1,38.19261654,-79.14856633,,0.24275554,-0.24326563,879,404322075425901,LE  SP56,SP,USGS,40.7228725,-75.7160225,
158,,184,107-01545,DEERFIELD CHURCH SPRING,38.19315083,-79.40633556,,0.24328983,-0.50103486,880,404325075145001,NP   SP3,SP,USGS,40.723709,-75.2468444,
201,,249,107-01621,WELLER SPRING 2,38.1944078,-79.14912217,,0.2445468,-0.24382147,881,404400079062401,IN SP291,SP,USGS,40.73339777,-79.1064239,
280,,331,108-00158,GILBERT DOMESTIC SPRING,38.19588715,-79.68240074,,0.24602615,-0.77710004,882,404412076184201,SC  SP12-2,SP,USGS,40.73675496,-76.3113379,
114,,148,107-01505,B.M. WELLER SPRING,38.19595389,-79.02201778,,0.24609289,-0.11671708,883,404420079014701,IN SP270,SP,USGS,40.73895308,-79.0294777,
240,,298,108-00113,MILL RUN SPRING,38.19706885,-79.73338385,,0.24720785,-0.82808315,884,404430079015601,IN SP271,SP,USGS,40.7417308,-79.0319778,
146,,172,107-01529,SPRING NEAR CAVE SPRING,38.20480667,-79.16743306,,0.25494567,-0.26213236,885,404434078545501,IN SP314,SP,USGS,40.74284238,-78.9150315,
50,,75,107-00591,CAVE SPRING,38.20634028,-79.16725889,,0.25647928,-0.26195819,886,404438079065001,IN SP163,SP,USGS,40.74395316,-79.1136464,
