PASpringID,HydrologicUnit,Spring_Type,Permanence,SphereOfDischarge,NumOfOpenings,FormationName,Lithology,ContributingUnit,DischargeType,SourceOfDischargeData,DischMeasMethod,Discharge(gpm),DateDischarged,VisitorName,VisitDate,County
913,5010003, , , , ,CORRY BEDFORD CUSSEWAGO RICEVILLE FM. UNDIFF ,SANDSTONE AND SHALE , , , , , , , , ,Forest
2259, ,PERCHED OR CONTACT ,PERENNIAL ,SUBAERIAL ,3,WAYNESBORO FORMATION ,SANDSTONE AND SHALE , , , , , , , , ,Franklin
2181, ,PERCHED OR CONTACT ,PERENNIAL ,SUBAERIAL ,2,ROCKDALE RUN FORMATION ,LIMESTONE AND DOLOMITE ,PRIMARY ,PUMPED ,PA DEP ,REPORTED METHOD NOT KNOWN ,240,5/19/2017, , ,Franklin
2180, ,FRACTURE AND DEPRESSION ,PERENNIAL ,SUBAQUEOUS ,2,SHADYGROVE FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,REPORTED ,ESTIMATED ,50,5/19/2017,Neboga ,5/19/2017,Franklin
2087, ,TUBULAR - CAVE ,PERENNIAL , ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,209.6,4/3/2015, , ,Franklin
2086, ,TUBULAR - CAVE ,PERENNIAL , ,2,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,204.6,4/3/2015, , ,Franklin
2085, ,TUBULAR - CAVE , ,SUBAERIAL ,2, , , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,460.8,4/3/2015, , ,Franklin
2084, , ,PERENNIAL ,SUBAERIAL ,1, , , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,180.5,4/3/2015, , ,Franklin
2083, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , , , , , , , , ,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,OTHER ,352.4,10/17/2019,Aaron Bierly  ,10/17/2019,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1742.1,4/3/2015, , ,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,OTHER ,352.4,10/17/2019,Aaron Bierly  ,10/17/2019,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1742.1,4/3/2015, , ,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,OTHER ,352.4,10/17/2019,Aaron Bierly  ,10/17/2019,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1742.1,4/3/2015, , ,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,OTHER ,352.4,10/17/2019,Aaron Bierly  ,10/17/2019,Franklin
2082, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1742.1,4/3/2015, , ,Franklin
2081, ,TUBULAR - CAVE ,PERENNIAL , ,2,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1494.7,4/3/2015, , ,Franklin
2080, ,TUBULAR - CAVE ,PERENNIAL ,SUBAERIAL ,1,CHAMBERSBURG FORMATION ,LIMESTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,232.2,4/3/2015, , ,Franklin
2053, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,ROSE HILL FORMATION , , ,FLOWING ,USGS OR PAGS ,OTHER ,11.2,12/30/2014,Aaron Bierly ,12/30/2014,Franklin
2049, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL , ,CLINTON GROUP ,SHALE ,UNKNOWN , , , , , , , ,Franklin
2048, ,SEEPAGE OR FILTRATION , ,SUBAERIAL , ,CLINTON GROUP ,SHALE ,UNKNOWN , , , , , , , ,Franklin
2047, ,SEEPAGE OR FILTRATION , ,SUBAERIAL , ,ROSE HILL FORMATION ,SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,50,2/22/2014,A. Bierly ,2/22/2014,Franklin
2046, ,SEEPAGE OR FILTRATION , , , ,CLINTON GROUP ,SHALE , , , , , , , , ,Franklin
2045, ,SEEPAGE OR FILTRATION ,PERENNIAL ,SUBAERIAL , ,CLINTON GROUP ,SHALE ,UNKNOWN , , , , , , , ,Franklin
2044, ,SEEPAGE OR FILTRATION , , , ,CLINTON GROUP ,SHALE ,UNKNOWN , , , , , , , ,Franklin
2043, ,SEEPAGE OR FILTRATION , , , ,CLINTON GROUP ,SANDSTONE ,SECONDARY , , , , , , , ,Franklin
2042, ,SEEPAGE OR FILTRATION ,INTEERMITTENT ,SUBAERIAL , , , , , , , , , , , ,Franklin
2041, ,SEEPAGE OR FILTRATION ,INTEERMITTENT ,SUBAERIAL , ,TUSCARORA FORMATION (SS) ,SANDSTONE AND SHALE ,UNKNOWN , , , , , , , ,Franklin
2040, ,SEEPAGE OR FILTRATION , , , ,TUSCARORA FORMATION (SS) ,SANDSTONE ,UNKNOWN , , , , , , , ,Franklin
2039, ,SEEPAGE OR FILTRATION , , , ,TUSCARORA FORMATION (SS) ,SANDSTONE ,UNKNOWN , , , , , , , ,Franklin
2038, ,SEEPAGE OR FILTRATION , , , ,TUSCARORA FORMATION (SS) ,SANDSTONE AND SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,20,2/1/2014,A. Bierly ,2/1/2014,Franklin
2024, ,SEEPAGE OR FILTRATION , , , ,WEVERTON FORMATION ,QUARTZITE ,PRIMARY , , , , , , , ,Franklin
2021, ,ARTESIAN AND SEEPAGE OR DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,REEDSVILLE FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.55,12/4/2014,Aaron Bierly ,12/4/2014,Franklin
2020, ,ARTESIAN AND SEEPAGE OR DEPRESSION ,OTHER ,SUBAERIAL ,1,ROSE HILL FORMATION , , , , , , , , , ,Franklin
2019, , , , , ,ROSE HILL FORMATION , , ,FLOWING ,USGS OR PAGS ,OTHER ,14.18,12/4/2014,Aaron Bierly ,12/4/2014,Franklin
2018, ,ARTESIAN AND SEEPAGE OR DEPRESSION ,OTHER , ,1,ROSE HILL FORMATION , , ,FLOWING ,USGS OR PAGS ,OTHER ,2.44,12/4/2014,Aaron Bierly ,12/4/2014,Franklin
2017, ,ARTESIAN AND DEPRESSION ,PERENNIAL ,SUBAERIAL ,2,ROSE HILL FORMATION , , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1,12/4/2014,Aaron Bierly ,12/4/2014,Franklin
2013, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,3,REEDSVILLE FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.08,12/3/2014,Aaron Bierly ,12/3/2014,Franklin
1978, ,CONTACT , , , ,WEVERTON FORMATION ,QUARTZITE ,PRIMARY , , , , , , , ,Franklin
1977, ,SEEPAGE OR FILTRATION , , , ,MONTALTO MEMBER OF HARPERS FORMATION ,QUARTZITE ,PRIMARY , , , , , , , ,Franklin
1861, ,SEEPAGE OR FILTRATION ,PERENNIAL ,SUBAERIAL ,1,ROSE HILL FORMATION ,SANDSTONE AND SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,11/11/2014,Aaron Bierly ,11/11/2014,Franklin
1859, ,SEEPAGE OR FILTRATION ,PERENNIAL , ,1,ROSE HILL FORMATION ,UNKNOWN , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,11/10/2014,Aaron Bierly ,11/10/2014,Franklin
626,2050305,FRACTURE , , ,3,ST. PAUL GROUP ,LIMESTONE ,PRIMARY ,FLOWING ,AGENCY OTHER THAN USGS OR PAGS ,CALIBRATED AIRLINE ,620,10/18/1978, , ,Franklin
625,2050305,FRACTURE , , , ,ST. PAUL GROUP ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1040,10/18/1978,TAYLOR L. ,10/18/1978,Franklin
595,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS , ,MARTINSBURG FORMATION-UPPER MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,AGENCY OTHER THAN USGS OR PAGS , ,175,8/19/1950, , ,Franklin
595,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS , ,MARTINSBURG FORMATION-UPPER MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,1600,1/1/1974, , ,Franklin
402,2070004,SEEPAGE OR FILTRATION , , , ,MARTINSBURG FORMATIN-LOWER MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,530,10/13/1977,TAYLOR ,10/13/1977,Franklin
388,2070004,PERCHED AND SEEPAGE OR FILTRATION ,PERENNIAL , ,1,METARHYOLITE ,QUARTZITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,1/1/1925, , ,Franklin
388,2070004,PERCHED AND SEEPAGE OR FILTRATION ,PERENNIAL , ,1,METARHYOLITE ,QUARTZITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,8/13/2015, , ,Franklin
388,2070004,PERCHED AND SEEPAGE OR FILTRATION ,PERENNIAL , ,1,METARHYOLITE ,QUARTZITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10,10/28/1925, , ,Franklin
382,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS ,3,ELBROOK FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,890,7/6/1949, , ,Franklin
382,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS ,3,ELBROOK FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,850,11/10/1971, , ,Franklin
382,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS ,3,ELBROOK FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,890,7/6/1944, , ,Franklin
380,2070004,SEEPAGE OR FILTRATION , , , ,MARTINSBURG FM (SHALE) ,SHALE , ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,5,10/29/1925, , ,Franklin
375,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS ,2,ELBROOK FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1880,7/6/1944, , ,Franklin
375,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS ,2,ELBROOK FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1680,11/10/1971, , ,Franklin
265,2070004,TUBULAR - CAVE ,PERENNIAL , , ,PINESBURG STATION FM-DOLOMITE ,DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,430,6/19/1979, , ,Franklin
233,2070004,CONTACT , , , ,JUNIATA FORMATION ,SANDSTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,8,10/29/1925,HALL G. M. ,10/29/1925,Franklin
156,2070004,CONTACT ,PERENNIAL ,SUBAERIAL , ,PINESBURG STATION FM-DOLOMITE ,DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1300,6/19/1979, , ,Franklin
153,2070004,FRACTURE , , , ,ANTIETAM FORMATION ,QUARTZITE , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,10/29/1925,HALL G. M. ,10/29/1925,Franklin
151,2070004,CONTACT ,PERENNIAL ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,MANOMETER ,525,6/19/1979, , ,Franklin
150,2070004,CONTACT , , , ,HARPERS FORMATION ,SCHIST ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,1/1/1925, , ,Franklin
150,2070004,CONTACT , , , ,HARPERS FORMATION ,SCHIST ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,1/1/1974, , ,Franklin
149,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS , ,ST. PAUL GROUP ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,600,9/27/1978,BECHER ,9/27/1978,Franklin
130,2070004,ARTESIAN ,PERENNIAL ,SUBAERIAL , ,WAYNESBORO FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,450,9/25/1978, , ,Franklin
79,2070004, , , , ,STONEHEDGE FORMATION ,LIMESTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,330,9/5/1968,WETTERHALL W.S. ,9/5/1968,Franklin
79,2070004, , , , ,STONEHEDGE FORMATION ,LIMESTONE AND SHALE , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,280,3/13/1969, , ,Franklin
66,2070004,FRACTURE ,PERENNIAL ,SUBAQUEOUS , ,WAYNESBORO FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,1190,10/4/1978, , ,Franklin
8,2070004,FRACTURE ,PERENNIAL ,SUBAERIAL , ,TOMSTOWN FORMATION ,DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,258,11/6/1978, , ,Franklin
6,2070004,CONTACT ,PERENNIAL ,SUBAERIAL , ,STOUFFERSTOWN FORMATION ,LIMESTONE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,2500,6/22/1979, , ,Franklin
2061, ,DEPRESSION ,PERENNIAL ,SUBAERIAL , ,ROSE HILL FORMATION , , ,FLOWING ,USGS OR PAGS ,OTHER ,19.3,1/22/2015,Aaron Bierly ,1/22/2015,Fulton
1827, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,LIMESTONE AND SHALE ,PRIMARY , , , , , , , ,Fulton
1826, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,3/19/2014,Neboga ,3/19/2014,Fulton
1825, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,8,3/19/2014,Neboga ,3/19/2014,Fulton
1824, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,3/19/2014,Neboga ,3/19/2014,Fulton
1823, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,6,3/19/2014,Neboga ,3/19/2014,Fulton
1823, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,5,5/26/2014,Neboga ,5/26/2014,Fulton
1821, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,ESTIMATED ,2,3/19/2014,Neboga ,3/19/2014,Fulton
1820, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1,3/19/2014,Neboga ,3/19/2014,Fulton
1820, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1,5/26/2014,Neboga ,5/26/2014,Fulton
1820, ,SEEPAGE OR FILTRATION ,SEASONAL ,SUBAERIAL ,1,CLINTON GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1,3/20/2014, , ,Fulton
648,2050304, , , , ,ONONDAGA & OLD PORT FMS ,SHALE ,PRIMARY , , , , , , , ,Fulton
165,2070004,SEEPAGE OR FILTRATION , ,SUBAERIAL ,5,NITTANY & LARKE FORMATIONS ,LIMESTONE AND DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,500,10/13/1933,LOHMAN S. W. ,10/13/1933,Fulton
619,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,5/22/1981,REYNOLDS ,5/22/1981,Greene
618,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.15,7/18/1979,DONOVAN ,7/18/1979,Greene
617,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6,5/22/1981,REYNOLDS ,5/22/1981,Greene
616,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,5/22/1981,REYNOLDS ,5/22/1981,Greene
615,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,6/5/1981,REYNOLDS ,6/5/1981,Greene
614,5020005,CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION LOWER MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,7/22/1981,REYNOLDS ,7/22/1981,Greene
613,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,4,6/5/1981,REYNOLDS ,6/5/1981,Greene
612,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
610,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION MIDDLE MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,7/22/1981,REYNOLDS ,7/22/1981,Greene
609,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.75,9/6/1979,DONOVAN ,9/6/1979,Greene
608,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION LOWER MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,7/22/1981,REYNOLDS ,7/22/1981,Greene
607,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,MONONGAHELA GROUP ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,7/22/1981,REYNOLDS ,7/22/1981,Greene
606,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,9/6/1979,DONOVAN ,9/6/1979,Greene
605,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,6/5/1981,REYNOLDS ,6/5/1981,Greene
604,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,7/22/1981,REYNOLDS ,7/22/1981,Greene
602,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6,6/5/1981,REYNOLDS ,6/5/1981,Greene
601,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,6/5/1981,REYNOLDS ,6/5/1981,Greene
600,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,4,6/5/1981,REYNOLDS ,6/5/1981,Greene
599,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6,6/5/1981,REYNOLDS ,6/5/1981,Greene
598,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.05,5/22/1981,REYNOLDS ,5/22/1981,Greene
597,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,5/22/1981,REYNOLDS ,5/22/1981,Greene
594,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.5,6/5/1981,REYNOLDS ,6/5/1981,Greene
593,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.5,8/14/1979,DONOVAN ,8/14/1979,Greene
592,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,8/14/1979,DONOVAN ,8/14/1979,Greene
591,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,5/21/1981, , ,Greene
590,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,3,6/1/1981,REYNOLDS ,6/1/1981,Greene
589,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,3/23/1981,REYNOLDS ,3/23/1981,Greene
588,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,6/1/1981,REYNOLDS ,6/1/1981,Greene
587,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,3/23/1981,REYNOLDS ,3/23/1981,Greene
586,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,3/23/1981,REYNOLDS ,3/23/1981,Greene
585,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,6/1/1981,REYNOLDS ,6/1/1981,Greene
584,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,5/22/1981,REYNOLDS ,5/22/1981,Greene
583,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,5,6/1/1981,REYNOLDS ,6/1/1981,Greene
582,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,6/1/1981,REYNOLDS ,6/1/1981,Greene
581,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
580,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,3/23/1981,REYNOLDS ,3/23/1981,Greene
579,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,5,6/5/1981,REYNOLDS ,6/5/1981,Greene
