agency_cd,site_no,site_number,sample_dt,sample_tm,p00630,p00631
USGS,4.30E+14,430249077283401,3/21/1984,,3.2,
USGS,4.30E+14,430249077283401,3/28/1984,,3.2,
USGS,4.30E+14,430249077283401,4/4/1984,,3.5,
USGS,4.30E+14,430249077283401,4/11/1984,,3.4,
USGS,4.30E+14,430249077283401,5/15/1984,,3.1,
USGS,4.30E+14,430249077283401,5/22/1984,,3.7,
USGS,4.30E+14,430249077283401,6/5/1984,,3.2,
USGS,4.30E+14,430249077283401,6/26/1984,,3.3,
USGS,4.30E+14,430249077283401,7/10/1984,,3.2,
USGS,4.30E+14,430249077283401,7/16/1984,,3.4,
USGS,4.30E+14,430249077283401,7/31/1984,,4.8,
USGS,4.30E+14,430249077283401,8/7/1984,,2.8,
USGS,4.30E+14,430249077283401,8/14/1984,,3.5,
USGS,4.30E+14,430249077283401,8/21/1984,,3,
USGS,4.30E+14,430249077283401,8/28/1984,,3.8,
USGS,4.30E+14,430249077283401,9/4/1984,,3.4,
USGS,4.30E+14,430249077283401,9/11/1984,,3.2,
USGS,4.30E+14,430249077283401,9/18/1984,,3.1,
USGS,4.30E+14,430249077283401,9/25/1984,,3.3,
USGS,4.30E+14,430249077283401,11/7/1984,,3.1,
USGS,4.30E+14,430249077283401,11/14/1984,,2.9,
USGS,4.30E+14,430249077283401,11/28/1984,,3.1,
USGS,4.30E+14,430249077283401,12/12/1984,,3.4,
USGS,4.30E+14,430249077283401,12/26/1984,,2.8,
USGS,4.30E+14,430249077283401,1/9/1985,,3.3,
USGS,4.30E+14,430249077283401,1/23/1985,,2.6,
USGS,4.30E+14,430249077283401,2/6/1985,,2,
USGS,4.30E+14,430249077283401,2/20/1985,,3,
USGS,4.30E+14,430249077283401,3/6/1985,,3.6,
USGS,4.30E+14,430249077283401,3/20/1985,,2.6,
USGS,4.30E+14,430249077283401,4/3/1985,,2.6,
USGS,4.30E+14,430249077283401,4/17/1985,,2.9,
USGS,4.30E+14,430249077283401,4/30/1985,,2.8,
USGS,4.30E+14,430249077283401,5/28/1985,,3.4,
USGS,4.30E+14,430249077283401,6/11/1985,,3.5,
USGS,4.30E+14,430249077283401,6/25/1985,,2.1,
USGS,4.30E+14,430249077283401,7/9/1985,,2.3,
USGS,4.30E+14,430249077283401,7/23/1985,,2.5,
USGS,4.30E+14,430249077283401,8/6/1985,,2.1,
USGS,4.30E+14,430249077283401,8/20/1985,,3,
USGS,4.30E+14,430249077283401,9/3/1985,,2.3,
USGS,4.30E+14,430249077283401,9/17/1985,,3.6,
USGS,4.30E+14,430249077283401,10/1/1985,,2.4,
USGS,4.30E+14,430249077283401,10/15/1985,,2.9,
USGS,4.30E+14,430249077283401,10/30/1985,,2.6,
USGS,4.30E+14,430249077283401,11/13/1985,,3.3,
USGS,4.30E+14,430249077283401,11/27/1985,,3,
USGS,4.30E+14,430249077283401,12/17/1985,,2.7,
USGS,4.30E+14,430249077283401,1/8/1986,,2.5,
USGS,4.30E+14,430249077283401,1/22/1986,,2.8,
USGS,4.30E+14,430249077283401,2/5/1986,,2.7,
USGS,4.30E+14,430249077283401,2/19/1986,,2.6,
USGS,4.30E+14,430249077283401,3/5/1986,,2.5,
USGS,4.30E+14,430249077283401,4/2/1986,,2.6,
USGS,4.30E+14,430249077283401,4/16/1986,,2.7,
USGS,4.30E+14,430249077283401,4/29/1986,,3,
USGS,4.30E+14,430249077283401,5/13/1986,,3,
USGS,4.30E+14,430249077283401,5/26/1986,,3.3,
USGS,4.30E+14,430249077283401,6/10/1986,,2.1,
USGS,4.30E+14,430249077283401,6/25/1986,,2.8,
USGS,4.30E+14,430249077283401,7/8/1986,,2.7,
USGS,4.30E+14,430249077283401,7/22/1986,,1.8,
USGS,4.30E+14,430249077283401,8/19/1986,,3.3,
USGS,4.30E+14,430249077283401,9/9/1986,,3.1,
USGS,4.30E+14,430249077283401,9/17/1986,,3,
USGS,4.30E+14,430249077283401,9/30/1986,,3.3,
USGS,4.30E+14,430249077283401,10/13/1986,,2.2,
USGS,4.30E+14,430249077283401,10/29/1986,,2.5,
USGS,4.30E+14,430249077283401,11/13/1986,,2.7,
USGS,4.30E+14,430249077283401,11/26/1986,,2.7,
USGS,4.30E+14,430249077283401,12/10/1986,,2.9,
USGS,4.30E+14,430249077283401,12/24/1986,,2.7,
USGS,4.30E+14,430249077283401,1/7/1987,,2.8,
USGS,4.30E+14,430249077283401,1/23/1987,,5,
USGS,4.30E+14,430249077283401,2/4/1987,,2.8,
USGS,4.30E+14,430249077283401,2/17/1987,,3.2,
USGS,4.30E+14,430249077283401,3/4/1987,,1.8,
USGS,4.30E+14,430249077283401,3/18/1987,,3.2,
USGS,4.30E+14,430249077283401,4/1/1987,,3.2,
USGS,4.30E+14,430249077283401,4/15/1987,,3.1,
USGS,4.30E+14,430249077283401,4/28/1987,,2.7,
USGS,4.30E+14,430249077283401,5/12/1987,,3.2,
USGS,4.30E+14,430249077283401,5/25/1987,,3.1,
USGS,4.30E+14,430249077283401,6/8/1987,,3.6,
USGS,4.30E+14,430249077283401,6/23/1987,,2.1,
USGS,4.30E+14,430249077283401,7/7/1987,,2.3,
USGS,4.30E+14,430249077283401,7/22/1987,,2.1,
USGS,4.30E+14,430249077283401,8/18/1987,,2.2,
USGS,4.30E+14,430249077283401,9/1/1987,,3.2,
USGS,4.30E+14,430249077283401,9/14/1987,,3.2,
USGS,4.30E+14,430249077283401,10/12/1987,,2.5,
USGS,4.30E+14,430249077283401,10/26/1987,,2.9,
USGS,4.30E+14,430249077283401,11/9/1987,,2.8,
USGS,4.30E+14,430249077283401,11/23/1987,,2.8,
USGS,4.30E+14,430249077283401,12/7/1987,,2.8,
USGS,4.30E+14,430249077283401,12/21/1987,,2.7,
USGS,4.30E+14,430249077283401,1/5/1988,,2.9,
USGS,4.30E+14,430249077283401,1/19/1988,,2.8,
USGS,4.30E+14,430249077283401,2/1/1988,,2.9,
USGS,4.30E+14,430249077283401,2/19/1988,,3.1,
USGS,4.30E+14,430249077283401,2/29/1988,,3,
USGS,4.30E+14,430249077283401,3/14/1988,,2.9,
USGS,4.30E+14,430249077283401,3/28/1988,,2.9,
USGS,4.30E+14,430249077283401,4/10/1988,,2.6,
USGS,4.30E+14,430249077283401,4/24/1988,,2.9,
USGS,4.30E+14,430249077283401,5/8/1988,,3.1,
USGS,4.30E+14,430249077283401,5/22/1988,,3.3,
USGS,4.30E+14,430249077283401,6/5/1988,,3,
USGS,4.30E+14,430249077283401,6/19/1988,,2.5,
USGS,4.30E+14,430249077283401,7/4/1988,,2.5,
USGS,4.30E+14,430249077283401,7/17/1988,,1.9,
USGS,4.30E+14,430249077283401,8/3/1988,,2.07,
USGS,4.30E+14,430249077283401,8/14/1988,,2.7,
USGS,4.30E+14,430249077283401,8/29/1988,,3.05,
USGS,4.30E+14,430249077283401,9/11/1988,,3.12,
USGS,4.30E+14,430249077283401,9/25/1988,,3.24,
USGS,4.30E+14,430249077283401,10/10/1988,,2.74,
USGS,4.30E+14,430249077283401,10/23/1988,,2.93,
USGS,4.30E+14,430249077283401,11/7/1988,,3.08,
USGS,4.30E+14,430249077283401,12/1/1988,,2.94,
USGS,4.30E+14,430249077283401,12/20/1988,,0.76,
USGS,4.30E+14,430249077283401,1/5/1989,,3,
USGS,4.30E+14,430249077283401,1/17/1989,,2.9,
USGS,4.30E+14,430249077283401,1/30/1989,,3,
USGS,4.30E+14,430249077283401,2/13/1989,,3.1,
USGS,4.30E+14,430249077283401,2/27/1989,,2.9,
USGS,4.30E+14,430249077283401,3/13/1989,,3.1,
USGS,4.30E+14,430249077283401,3/27/1989,,3.2,
USGS,4.30E+14,430249077283401,4/9/1989,,2.5,
USGS,4.30E+14,430249077283401,4/23/1989,,3.2,
USGS,4.30E+14,430249077283401,5/7/1989,,2.8,
USGS,4.30E+14,430249077283401,5/21/1989,,3,
USGS,4.30E+14,430249077283401,6/4/1989,,3.1,
USGS,4.30E+14,430249077283401,6/18/1989,,3.3,
USGS,4.30E+14,430249077283401,7/2/1989,,2.6,
USGS,4.30E+14,430249077283401,7/16/1989,,2.5,
USGS,4.30E+14,430249077283401,7/30/1989,,2.1,
USGS,4.30E+14,430249077283401,8/13/1989,,2.7,
USGS,4.30E+14,430249077283401,8/27/1989,,3.1,
USGS,4.30E+14,430249077283401,9/10/1989,,2.9,
USGS,4.30E+14,430249077283401,9/24/1989,,3.3,
USGS,4.30E+14,430249077283401,10/9/1989,,3.2,
USGS,4.30E+14,430249077283401,10/22/1989,,3.2,
USGS,4.30E+14,430249077283401,11/6/1989,,3.3,
USGS,4.30E+14,430249077283401,11/20/1989,,2.9,
USGS,4.30E+14,430249077283401,12/4/1989,,2.7,
USGS,4.30E+14,430249077283401,12/21/1989,,2.7,
USGS,4.30E+14,430249077283401,1/2/1990,,2.7,
USGS,4.30E+14,430249077283401,1/16/1990,,3.1,
USGS,4.30E+14,430249077283401,1/29/1990,,2.8,
USGS,4.30E+14,430249077283401,2/12/1990,,3.1,
USGS,4.30E+14,430249077283401,2/26/1990,,3,
USGS,4.30E+14,430249077283401,3/12/1990,,3.4,
USGS,4.30E+14,430249077283401,3/26/1990,,3.1,
USGS,4.30E+14,430249077283401,4/8/1990,,2.9,
USGS,4.30E+14,430249077283401,4/22/1990,,3.4,
USGS,4.30E+14,430249077283401,5/6/1990,,3.3,
USGS,4.30E+14,430249077283401,5/20/1990,,3.3,
USGS,4.30E+14,430249077283401,6/3/1990,,3.2,
USGS,4.30E+14,430249077283401,6/17/1990,,2.6,
USGS,4.30E+14,430249077283401,7/1/1990,,3.2,
USGS,4.30E+14,430249077283401,7/15/1990,,2.9,
USGS,4.30E+14,430249077283401,7/29/1990,,2.7,
USGS,4.30E+14,430249077283401,8/12/1990,,2.8,
USGS,4.30E+14,430249077283401,8/26/1990,,2.5,
USGS,4.30E+14,430249077283401,9/9/1990,,3.1,
USGS,4.30E+14,430249077283401,9/23/1990,,3.1,
USGS,4.30E+14,430249077283401,10/8/1990,,3.3,
USGS,4.30E+14,430249077283401,10/21/1990,,3.2,
USGS,4.30E+14,430249077283401,11/19/1990,,3.3,
USGS,4.30E+14,430249077283401,12/3/1990,,3.3,
USGS,4.30E+14,430249077283401,12/17/1990,,3.1,
USGS,4.30E+14,430249077283401,1/2/1991,,2.3,
USGS,4.30E+14,430249077283401,1/14/1991,,2.8,
USGS,4.30E+14,430249077283401,1/28/1991,,3.1,
USGS,4.30E+14,430249077283401,2/11/1991,,3.3,
USGS,4.30E+14,430249077283401,2/25/1991,,3.1,
USGS,4.30E+14,430249077283401,3/11/1991,,3.1,
USGS,4.30E+14,430249077283401,3/25/1991,,3.4,
USGS,4.30E+14,430249077283401,4/7/1991,,3.3,
USGS,4.30E+14,430249077283401,4/21/1991,,3.2,
USGS,4.30E+14,430249077283401,5/5/1991,,3.3,
USGS,4.30E+14,430249077283401,5/19/1991,,3.1,
USGS,4.30E+14,430249077283401,6/2/1991,,3.6,
USGS,4.30E+14,430249077283401,6/16/1991,,3.4,
USGS,4.30E+14,430249077283401,6/30/1991,,3.2,
USGS,4.30E+14,430249077283401,7/14/1991,,2.7,
USGS,4.30E+14,430249077283401,7/28/1991,,3,
USGS,4.30E+14,430249077283401,8/11/1991,,2.7,
USGS,4.30E+14,430249077283401,8/25/1991,,2.9,
USGS,4.30E+14,430249077283401,9/8/1991,,2.3,
USGS,4.30E+14,430249077283401,9/22/1991,,3.2,
USGS,4.30E+14,430249077283401,10/6/1991,,3.2,
USGS,4.30E+14,430249077283401,10/20/1991,,3,
USGS,4.30E+14,430249077283401,11/4/1991,,N ,
USGS,4.30E+14,430249077283401,11/18/1991,,3.3,
USGS,4.30E+14,430249077283401,12/2/1991,,3,
USGS,4.30E+14,430249077283401,12/16/1991,,2.9,
USGS,4.30E+14,430249077283401,12/30/1991,,2.9,
USGS,4.30E+14,430249077283401,1/13/1992,,3.3,
USGS,4.30E+14,430249077283401,1/27/1992,,3.2,
USGS,4.30E+14,430249077283401,2/10/1992,,3.5,
USGS,4.30E+14,430249077283401,2/24/1992,,3.2,
USGS,4.30E+14,430249077283401,3/9/1992,,2.7,
USGS,4.30E+14,430249077283401,3/23/1992,,3.3,
USGS,4.30E+14,430249077283401,4/5/1992,,3.3,
USGS,4.30E+14,430249077283401,4/19/1992,,3.5,
USGS,4.30E+14,430249077283401,5/3/1992,,3.4,
USGS,4.30E+14,430249077283401,5/17/1992,,3.2,
USGS,4.30E+14,430249077283401,5/31/1992,,N ,
USGS,4.30E+14,430249077283401,6/14/1992,,2.9,
USGS,4.30E+14,430249077283401,6/28/1992,,3.2,
USGS,4.30E+14,430249077283401,7/12/1992,,3.2,
USGS,4.30E+14,430249077283401,7/26/1992,,3.2,
USGS,4.30E+14,430249077283401,8/9/1992,,2.9,
USGS,4.30E+14,430249077283401,8/23/1992,,3.1,
USGS,4.30E+14,430249077283401,9/7/1992,,3.3,
USGS,4.30E+14,430249077283401,9/20/1992,,3.2,
USGS,4.30E+14,430249077283401,10/4/1992,,3,
USGS,4.30E+14,430249077283401,10/18/1992,,3.3,
USGS,4.30E+14,430249077283401,11/2/1992,,3.1,
USGS,4.30E+14,430249077283401,11/16/1992,,3.2,
USGS,4.30E+14,430249077283401,11/30/1992,,3.2,
USGS,4.30E+14,430249077283401,12/14/1992,,3.2,
USGS,4.30E+14,430249077283401,12/28/1992,,3.2,
USGS,4.30E+14,430249077283401,1/11/1993,,3.2,
USGS,4.30E+14,430249077283401,1/25/1993,,3.1,
USGS,4.30E+14,430249077283401,2/8/1993,,3.2,
USGS,4.30E+14,430249077283401,2/22/1993,,3.3,
USGS,4.30E+14,430249077283401,3/8/1993,,1.7,
USGS,4.30E+14,430249077283401,3/22/1993,,3.1,
USGS,4.30E+14,430249077283401,4/4/1993,,3.3,
USGS,4.30E+14,430249077283401,4/18/1993,,3.4,
USGS,4.30E+14,430249077283401,5/2/1993,,3.2,
USGS,4.30E+14,430249077283401,5/16/1993,,3.2,
USGS,4.30E+14,430249077283401,5/31/1993,,3.3,
USGS,4.30E+14,430249077283401,6/13/1993,,3.3,
USGS,4.30E+14,430249077283401,6/27/1993,,3.2,
USGS,4.30E+14,430249077283401,7/11/1993,,3,
USGS,4.30E+14,430249077283401,7/25/1993,,3.1,
USGS,4.30E+14,430249077283401,8/8/1993,,3.1,
USGS,4.30E+14,430249077283401,8/22/1993,,3.3,
USGS,4.30E+14,430249077283401,9/6/1993,,2.9,
USGS,4.30E+14,430249077283401,9/19/1993,,2.9,
USGS,4.30E+14,430249077283401,10/3/1993,,3.2,
USGS,4.30E+14,430249077283401,10/17/1993,,3.4,
USGS,4.30E+14,430249077283401,11/1/1993,,2.7,
USGS,4.30E+14,430249077283401,11/18/1993,,3.2,
USGS,4.30E+14,430249077283401,11/29/1993,,3.2,
USGS,4.30E+14,430249077283402,11/16/1983,,2.1,
USGS,4.30E+14,430249077283402,11/25/1983,,2.4,
USGS,4.30E+14,430249077283402,12/9/1983,,2.8,
USGS,4.30E+14,430249077283402,12/15/1983,,3.2,
USGS,4.30E+14,430249077283402,12/21/1983,,3.1,
USGS,4.30E+14,430249077283402,1/10/1984,,3,
USGS,4.30E+14,430249077283402,1/18/1984,,2.8,
USGS,4.30E+14,430249077283402,1/25/1984,,3.1,
USGS,4.30E+14,430249077283402,2/1/1984,,3.1,
USGS,4.30E+14,430249077283402,2/8/1984,,3,
USGS,4.30E+14,430249077283402,2/16/1984,,3.7,
USGS,4.30E+14,430249077283402,2/22/1984,,3.1,
USGS,4.30E+14,430249077283402,3/7/1984,,3,
USGS,4.30E+14,430249077283402,3/21/1984,,2.9,
USGS,4.30E+14,430249077283402,3/28/1984,,2.8,
USGS,4.30E+14,430249077283402,4/4/1984,,3,
USGS,4.30E+14,430249077283402,4/11/1984,,2.9,
USGS,4.30E+14,430249077283402,5/15/1984,,2.6,
USGS,4.30E+14,430249077283402,5/22/1984,,2.9,
USGS,4.30E+14,430249077283402,6/5/1984,,3,
USGS,4.30E+14,430249077283402,6/26/1984,,2.9,
USGS,4.30E+14,430249077283402,7/10/1984,,2.8,
USGS,4.30E+14,430249077283402,7/16/1984,,3.1,
USGS,4.30E+14,430249077283402,7/31/1984,,4.3,
USGS,4.30E+14,430249077283402,8/7/1984,,3,
USGS,4.30E+14,430249077283402,8/14/1984,,3,
USGS,4.30E+14,430249077283402,8/21/1984,,3,
USGS,4.30E+14,430249077283402,8/28/1984,,3.2,
USGS,4.30E+14,430249077283402,9/4/1984,,3.1,
USGS,4.30E+14,430249077283402,9/11/1984,,3.3,
USGS,4.30E+14,430249077283402,9/18/1984,,3,
USGS,4.30E+14,430249077283402,9/25/1984,,2.9,
USGS,4.30E+14,430249077283402,11/7/1984,,2.6,
USGS,4.30E+14,430249077283402,11/14/1984,,2.6,
USGS,4.30E+14,430249077283402,11/28/1984,,2.6,
USGS,4.30E+14,430249077283402,12/12/1984,,3,
USGS,4.30E+14,430249077283402,12/26/1984,,3.3,
USGS,4.30E+14,430249077283402,1/9/1985,,3,
USGS,4.30E+14,430249077283402,1/23/1985,,2.9,
USGS,4.30E+14,430249077283402,2/6/1985,,1.4,
USGS,4.30E+14,430249077283402,2/20/1985,,3.4,
USGS,4.30E+14,430249077283402,3/6/1985,,2.9,
USGS,4.30E+14,430249077283402,3/20/1985,,2.7,
USGS,4.30E+14,430249077283402,4/3/1985,,2.8,
USGS,4.30E+14,430249077283402,4/17/1985,,2.7,
USGS,4.30E+14,430249077283402,4/30/1985,,2.4,
USGS,4.30E+14,430249077283402,5/28/1985,,2.3,
USGS,4.30E+14,430249077283402,6/11/1985,,2.9,
USGS,4.30E+14,430249077283402,6/25/1985,,1.4,
USGS,4.30E+14,430249077283402,7/9/1985,,2.9,
USGS,4.30E+14,430249077283402,7/23/1985,,2.6,
USGS,4.30E+14,430249077283402,8/6/1985,,2.4,
USGS,4.30E+14,430249077283402,8/20/1985,,2.8,
USGS,4.30E+14,430249077283402,9/3/1985,,2.9,
USGS,4.30E+14,430249077283402,9/17/1985,,2.9,
USGS,4.30E+14,430249077283402,10/1/1985,,2.1,
USGS,4.30E+14,430249077283402,10/15/1985,,2.9,
USGS,4.30E+14,430249077283402,10/30/1985,,2.6,
USGS,4.30E+14,430249077283402,11/13/1985,,3.1,
USGS,4.30E+14,430249077283402,11/27/1985,,2.7,
USGS,4.30E+14,430249077283402,12/17/1985,,2.3,
USGS,4.30E+14,430249077283402,1/8/1986,,2.6,
USGS,4.30E+14,430249077283402,1/22/1986,,2.7,
USGS,4.30E+14,430249077283402,2/5/1986,,2.7,
USGS,4.30E+14,430249077283402,2/19/1986,,2.6,
USGS,4.30E+14,430249077283402,3/5/1986,,2.6,
USGS,4.30E+14,430249077283402,4/2/1986,,3,
USGS,4.30E+14,430249077283402,4/16/1986,,2.6,
USGS,4.30E+14,430249077283402,4/29/1986,,2.9,
USGS,4.30E+14,430249077283402,5/13/1986,,2.4,
USGS,4.30E+14,430249077283402,5/26/1986,,3,
USGS,4.30E+14,430249077283402,6/10/1986,,1.9,
USGS,4.30E+14,430249077283402,6/25/1986,,2.7,
USGS,4.30E+14,430249077283402,7/8/1986,,3,
USGS,4.30E+14,430249077283402,7/22/1986,,2,
USGS,4.30E+14,430249077283402,8/19/1986,,2.8,
USGS,4.30E+14,430249077283402,9/9/1986,,3.1,
USGS,4.30E+14,430249077283402,9/17/1986,,2.7,
USGS,4.30E+14,430249077283402,9/30/1986,,3.1,
USGS,4.30E+14,430249077283402,10/13/1986,,2.9,
USGS,4.30E+14,430249077283402,10/29/1986,,2.3,
USGS,4.30E+14,430249077283402,11/13/1986,,2.5,
USGS,4.30E+14,430249077283402,11/26/1986,,2.3,
USGS,4.30E+14,430249077283402,12/10/1986,,2.7,
USGS,4.30E+14,430249077283402,12/24/1986,,2.8,
USGS,4.30E+14,430249077283402,1/7/1987,,1.1,
USGS,4.30E+14,430249077283402,1/23/1987,,3.4,
USGS,4.30E+14,430249077283402,2/4/1987,,2.1,
USGS,4.30E+14,430249077283402,2/17/1987,,2.8,
USGS,4.30E+14,430249077283402,3/4/1987,,3,
USGS,4.30E+14,430249077283402,3/18/1987,,2.7,
USGS,4.30E+14,430249077283402,4/1/1987,,3.3,
USGS,4.30E+14,430249077283402,4/15/1987,,2.3,
USGS,4.30E+14,430249077283402,4/28/1987,,2.7,
USGS,4.30E+14,430249077283402,5/12/1987,,2.9,
USGS,4.30E+14,430249077283402,5/25/1987,,2.6,
USGS,4.30E+14,430249077283402,6/8/1987,,2.7,
USGS,4.30E+14,430249077283402,6/23/1987,,2.3,
USGS,4.30E+14,430249077283402,7/7/1987,,2.1,
USGS,4.30E+14,430249077283402,7/22/1987,,2.5,
USGS,4.30E+14,430249077283402,8/18/1987,,2.5,
USGS,4.30E+14,430249077283402,9/1/1987,,2.4,
USGS,4.30E+14,430249077283402,9/14/1987,,2.6,
USGS,4.30E+14,430249077283402,10/12/1987,,2.3,
USGS,4.30E+14,430249077283402,10/26/1987,,2.3,
USGS,4.30E+14,430249077283402,11/9/1987,,2.5,
USGS,4.30E+14,430249077283402,11/23/1987,,2.6,
USGS,4.30E+14,430249077283402,12/7/1987,,2.5,
USGS,4.30E+14,430249077283402,12/21/1987,,1.7,
USGS,4.30E+14,430249077283402,1/5/1988,,2.3,
USGS,4.30E+14,430249077283402,1/19/1988,,2.6,
USGS,4.30E+14,430249077283402,2/19/1988,,2.1,
USGS,4.30E+14,430249077283402,2/29/1988,,2.1,
USGS,4.30E+14,430249077283402,3/14/1988,,2.3,
USGS,4.30E+14,430249077283402,3/28/1988,,2.1,
USGS,4.30E+14,430249077283402,4/10/1988,,1.9,
USGS,4.30E+14,430249077283402,4/24/1988,,2,
USGS,4.30E+14,430249077283402,5/8/1988,,1.9,
USGS,4.30E+14,430249077283402,5/22/1988,,2.2,
USGS,4.30E+14,430249077283402,6/5/1988,,2.4,
USGS,4.30E+14,430249077283402,6/19/1988,,2.5,
USGS,4.30E+14,430249077283402,7/4/1988,,2.5,
USGS,4.30E+14,430249077283402,7/17/1988,,2.1,
USGS,4.30E+14,430249077283402,8/3/1988,,2.4,
USGS,4.30E+14,430249077283402,8/14/1988,,2.58,
USGS,4.30E+14,430249077283402,8/29/1988,,2.52,
USGS,4.30E+14,430249077283402,9/11/1988,,2.3,
USGS,4.30E+14,430249077283402,9/25/1988,,2.48,
USGS,4.30E+14,430249077283402,10/10/1988,,2.1,
USGS,4.30E+14,430249077283402,10/23/1988,,2.54,
USGS,4.30E+14,430249077283402,11/7/1988,,2.38,
USGS,4.30E+14,430249077283402,12/1/1988,,2.32,
USGS,4.30E+14,430249077283402,12/20/1988,,0.59,
USGS,4.30E+14,430249077283402,1/5/1989,,2.5,
USGS,4.30E+14,430249077283402,1/17/1989,,2.5,
USGS,4.30E+14,430249077283402,1/30/1989,,2.6,
USGS,4.30E+14,430249077283402,2/13/1989,,2.4,
USGS,4.30E+14,430249077283402,2/27/1989,,2.5,
USGS,4.30E+14,430249077283402,3/13/1989,,2.6,
USGS,4.30E+14,430249077283402,3/27/1989,,2.5,
USGS,4.30E+14,430249077283402,4/9/1989,,2.6,
USGS,4.30E+14,430249077283402,4/23/1989,,2.6,
USGS,4.30E+14,430249077283402,5/7/1989,,2.6,
USGS,4.30E+14,430249077283402,5/21/1989,,2.1,
USGS,4.30E+14,430249077283402,6/4/1989,,2.4,
USGS,4.30E+14,430249077283402,6/18/1989,,2.5,
USGS,4.30E+14,430249077283402,7/2/1989,,2.4,
USGS,4.30E+14,430249077283402,7/16/1989,,2.4,
USGS,4.30E+14,430249077283402,7/30/1989,,2.3,
USGS,4.30E+14,430249077283402,8/13/1989,,2.2,
USGS,4.30E+14,430249077283402,8/27/1989,,2.3,
USGS,4.30E+14,430249077283402,9/10/1989,,2.5,
USGS,4.30E+14,430249077283402,9/24/1989,,2.5,
USGS,4.30E+14,430249077283402,10/9/1989,,2.3,
USGS,4.30E+14,430249077283402,10/22/1989,,2.4,
USGS,4.30E+14,430249077283402,11/6/1989,,2.4,
USGS,4.30E+14,430249077283402,11/20/1989,,2.3,
USGS,4.30E+14,430249077283402,12/4/1989,,2.3,
USGS,4.30E+14,430249077283402,12/21/1989,,2,
USGS,4.30E+14,430249077283402,1/2/1990,,2.4,
USGS,4.30E+14,430249077283402,1/16/1990,,2.5,
USGS,4.30E+14,430249077283402,1/29/1990,,2.5,
USGS,4.30E+14,430249077283402,2/12/1990,,2.4,
USGS,4.30E+14,430249077283402,2/26/1990,,2.1,
USGS,4.30E+14,430249077283402,3/12/1990,,2.4,
USGS,4.30E+14,430249077283402,3/26/1990,,2.5,
USGS,4.30E+14,430249077283402,4/8/1990,,2.3,
USGS,4.30E+14,430249077283402,4/22/1990,,2.3,
USGS,4.30E+14,430249077283402,5/6/1990,,2.4,
USGS,4.30E+14,430249077283402,5/20/1990,,2.3,
USGS,4.30E+14,430249077283402,6/3/1990,,2.3,
USGS,4.30E+14,430249077283402,6/17/1990,,1.7,
USGS,4.30E+14,430249077283402,7/1/1990,,2.2,
USGS,4.30E+14,430249077283402,7/15/1990,,2.6,
USGS,4.30E+14,430249077283402,7/29/1990,,2.3,
USGS,4.30E+14,430249077283402,8/12/1990,,2.4,
USGS,4.30E+14,430249077283402,8/26/1990,,2.5,
USGS,4.30E+14,430249077283402,9/9/1990,,2.6,
USGS,4.30E+14,430249077283402,9/23/1990,,2.4,
USGS,4.30E+14,430249077283402,10/8/1990,,2.4,
USGS,4.30E+14,430249077283402,10/21/1990,,2.4,
USGS,4.30E+14,430249077283402,11/19/1990,,2.3,
USGS,4.30E+14,430249077283402,12/3/1990,,2.4,
USGS,4.30E+14,430249077283402,12/17/1990,,2.9,
